K,fold,baseline_SR,fuzzy_a5_SR,fuzzy_a5_delta,fuzzy_a10_SR,fuzzy_a10_delta,fuzzy_a20_SR,fuzzy_a20_delta,fuzzy_a50_SR,fuzzy_a50_delta,fuzzy_a100_SR,fuzzy_a100_delta,fuzzy_a50_dt0001_SR,fuzzy_a50_dt0001_delta
17,train,0.8334811100731133,0.2846332472224231,-0.5488478628506902,0.7270194898771238,-0.10646162019598948,0.8134777679637465,-0.02000334210936683,0.8177607231741273,-0.015720386898986027,0.8095890270150867,-0.023892083058026592,0.8061997866631241,-0.027281323409989233
18,train,0.8193797577951897,0.2867024682050981,-0.5326772895900915,0.691463620234665,-0.12791613756052467,0.8073844477702352,-0.011995310024954464,0.8183818835805677,-0.000997874214621941,0.8292042231944854,0.009824465399295712,0.8074096090800357,-0.011970148715154005
19,train,0.8296908055754884,0.2869154744052938,-0.5427753311701946,0.6930499231463986,-0.13664088242908978,0.8436490368232893,0.013958231247800934,0.8239323743596293,-0.005758431215859061,0.8279099876829792,-0.0017808178925091678,0.8135442101920274,-0.01614659538346097
20,train,0.8277723231757036,0.2890171752951275,-0.5387551478805761,0.6933108104857063,-0.1344615126899973,0.7851458178275682,-0.04262650534813539,0.8353660378823716,0.007593714706668031,0.836044277925199,0.00827195474949538,0.8353997049122316,0.007627381736527994
21,train,0.855458802801391,0.2978050691765426,-0.5576537336248484,0.6939620691960463,-0.16149673360534467,0.7941377214778219,-0.06132108132356906,0.8379125584567462,-0.0175462443446448,0.8361486363378177,-0.01931016646357331,0.8411955807422203,-0.014263222059170633
22,train,0.8687835267899537,0.2978643800209147,-0.5709191467690391,0.6730621786213651,-0.19572134816858866,0.7826588642322734,-0.08612466255768036,0.8959458083790934,0.027162281589139692,0.8413885838750532,-0.027394942914900522,0.8907271823540451,0.02194365556409139
23,train,0.8620440648474808,0.2978742342439986,-0.5641698306034821,0.6766158033968552,-0.18542826145062552,0.7993161540063101,-0.06272791084117069,0.846018653111711,-0.016025411735769768,0.8793206247031727,0.017276559855691986,0.8950809165381155,0.03303685169063475
24,train,0.8631680545740842,0.2989431459062546,-0.5642249086678296,0.6799651810249134,-0.18320287354917075,0.8172284259378159,-0.045939628636268326,0.897944650031877,0.03477659545779277,0.8932494961466952,0.030081441572611056,0.9112445350364764,0.04807648046239221
25,train,0.858942875841473,0.3000927432984152,-0.5588501325430578,0.6805272804971547,-0.17841559534431828,0.8063872440350927,-0.05255563180638034,0.9110739125205356,0.0521310366790626,0.8941262922062365,0.03518341636476352,0.9113591272456744,0.052416251404201364
26,train,0.8739315028006408,0.3060245742658233,-0.5679069285348175,0.6855865192530065,-0.1883449835476343,0.79011460840134,-0.08381689439930085,0.9110573595672908,0.037125856766650034,0.888690069869823,0.014758567069182216,0.9092678447944256,0.03533634199378477
