FF3 Alpha,FF5 Alpha,XSF Alpha,FF11 Alpha,FF3 SE,FF5 SE,XSF SE,FF11 SE,FF3 T-Stat,FF5 T-Stat,XSF T-Stat,FF11 T-Stat,FF3 P-val,FF5 P-val,XSF P-val,FF11 P-val
1.022739903333446,1.0304327293347022,1.03079166046307,1.0474486321957257,0.10327922068109761,0.10690191498357839,0.10628432500728557,0.11371315003238729,9.902668674189853,9.639048369647924,9.69843540326771,9.211323685056618,6.084931234349372e-20,4.347589003002981e-19,2.767613314099344e-19,1.0385757389776428e-17
