FF3 Alpha,FF5 Alpha,XSF Alpha,FF11 Alpha,FF3 SE,FF5 SE,XSF SE,FF11 SE,FF3 T-Stat,FF5 T-Stat,XSF T-Stat,FF11 T-Stat,FF3 P-val,FF5 P-val,XSF P-val,FF11 P-val
1.0146756032762105,1.0302469785624884,1.0273702158368923,1.0520168823570164,0.10186718846216392,0.1053912502208212,0.10480048946887216,0.11187698729653715,9.960769690360966,9.77545077417586,9.803105129027491,9.403335822483117,3.967602373863323e-20,1.612781902234062e-19,1.2900975762328043e-19,2.663875159846709e-18
