FF3 Alpha,FF5 Alpha,XSF Alpha,FF11 Alpha,FF3 SE,FF5 SE,XSF SE,FF11 SE,FF3 T-Stat,FF5 T-Stat,XSF T-Stat,FF11 T-Stat,FF3 P-val,FF5 P-val,XSF P-val,FF11 P-val
1.0227399033334454,1.0304327293347018,1.0307916604630696,1.047448632195725,0.10327922068109718,0.10690191498357794,0.10628432500728512,0.1137131500323868,9.902668674189888,9.63904836964796,9.698435403267748,9.211323685056652,6.084931234347814e-20,4.347589003001846e-19,2.767613314098554e-19,1.0385757389773941e-17
